cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered
Kluster Kampung Kubang Hakim,3,Pasir Mas,2021-06-22,2021-06-21,community,ended,0,10,0,16,0,0,10
Kluster Jalan Sri Hartamas,14,Kepong,2021-06-22,2021-06-21,workplace,ended,0,21,0,28,0,0,21
Kluster Jalan Kebun Baru,10,Kuala Langat,2021-06-22,2021-06-27,workplace,ended,0,13,0,18,0,0,13
Kluster Tembok Ulu Teris,10,Sepang,2021-06-22,2021-06-30,detentionCentre,ended,0,17,0,338,0,0,17
Kluster Jalan Maju Lima,1,"Johor Bahru, Kota Tinggi",2021-06-22,2021-07-03,workplace,ended,0,74,0,146,0,0,74
Kluster Jalan Laksamana Cheng Ho,4,Melaka Tengah,2021-06-22,2021-07-06,highRisk,ended,0,47,0,53,0,8,39
Kluster Dah Perdana Tinggi,2,Kulim,2021-06-22,2021-07-08,education,ended,0,68,0,912,0,0,68
Kluster Jalan Kepong Usaha,14,Kepong,2021-06-22,2021-07-08,workplace,ended,0,49,0,109,0,0,49
Kluster Sungai Long Seripa,13,Sebauh,2021-06-22,2021-07-12,community,ended,0,49,0,109,0,0,49
Kluster Jalan Tasik Selatan,"14,16","Cheras, Putrajaya",2021-06-22,2021-07-15,workplace,ended,0,90,0,133,0,0,90
Kluster Kampung Bukit Tanah,3,Pasir Puteh,2021-06-22,2021-07-25,community,ended,0,416,0,2161,0,1,415
Kluster Taman Pusat Kepong,14,Kepong,2021-06-22,2021-08-02,workplace,ended,0,88,0,185,0,0,88
Kluster Industri Jalan Teknologi Lima Nilai,5,"Seremban, Port Dickson, Rembau, Kuala Pilah",2021-06-22,2021-08-02,workplace,ended,0,305,0,1451,0,0,305
Kluster Kampung Pulau Tukang Dollah,3,Kota Bharu,2021-06-22,2021-08-02,community,ended,0,59,0,876,0,0,59
Kluster Industri Kampung Bukit Angkat,10,Hulu Langat,2021-06-22,2021-08-08,workplace,ended,0,69,0,205,0,0,69
Kluster Lunyim,13,"Telang Usan, Beluru",2021-06-22,2021-08-12,community,ended,0,177,0,224,0,0,177
Kluster Industri Jalan Senawang Empat,"4,5","Seremban, Jempol, Kuala Pilah, Rembau, Port Dickson, Melaka Tengah, Alor Gajah, Jelebu",2021-06-22,2021-08-12,workplace,ended,0,471,0,1793,0,0,471
Kluster Tapak Bina Laluan Klang,10,"Klang, Petaling",2021-06-22,2021-08-12,workplace,ended,0,421,0,682,0,1,420
Kluster Jalan Persiaran Enam,10,"Kuala Selangor, Hulu Langat, Klang",2021-06-22,2021-09-05,workplace,ended,0,275,0,434,0,1,274
Kluster Industri SS Lapan Sungai Way,"10,14","Petaling, Klang, Hulu Selangor, Kuala Selangor, Gombak, Hulu Langat, Cheras",2021-06-22,2021-09-06,workplace,ended,0,197,0,1159,0,1,196
Kluster Industri Perusahaan Utama,10,Hulu Langat,2021-06-23,2021-06-22,workplace,ended,0,30,0,43,0,1,29
Kluster Industri Jalan Kidamai Dua,10,Hulu Langat,2021-06-23,2021-06-22,workplace,ended,0,18,0,32,0,0,18
Kluster Jalan Bandar Satu,10,Gombak,2021-06-23,2021-06-22,workplace,ended,0,25,0,28,0,0,25
Kluster Jalan Perdagangan Alam Jaya,10,Kuala Selangor,2021-06-23,2021-06-22,workplace,ended,0,19,0,72,0,0,19
Kluster Industri Jalan Bacang,10,Gombak,2021-06-23,2021-06-22,workplace,ended,0,38,0,74,0,0,38
Kluster Jalan Kuala Tatau,13,"Tatau, Bintulu",2021-06-23,2021-06-22,community,ended,0,22,0,29,0,0,22
Kluster Lorong Tun Mamat Dua,4,Melaka Tengah,2021-06-23,2021-06-22,community,ended,0,28,0,37,0,0,28
Kluster Jalan Kempas Permatang,1,Johor Bahru,2021-06-23,2021-06-22,workplace,ended,0,8,0,32,0,0,8
Kluster Tingkat Perusahaan 6A,7,"Seberang Perai Tengah, Seberang Perai Utara, Seberang Perai Selatan",2021-06-23,2021-06-23,workplace,ended,0,15,0,138,0,0,15
Kluster Jerung Surau,11,"Marang, Hulu Terengganu",2021-06-23,2021-06-28,community,ended,0,39,0,674,0,0,39
Kluster Jalan Raja Bot,14,"Titiwangsa, Kepong",2021-06-23,2021-06-29,workplace,ended,0,20,0,30,0,0,20
Kluster Jalan Sepang,10,Sepang,2021-06-23,2021-06-30,highRisk,ended,0,30,0,89,0,1,29
Kluster Jalan Kukuban,14,Titiwangsa,2021-06-23,2021-07-01,workplace,ended,0,38,0,48,0,0,38
Kluster Industri Jalan Macalister,7,"Timur Laut, Seberang Perai Utara",2021-06-23,2021-07-06,workplace,ended,0,39,0,102,0,0,39
Kluster Tanjong Lelengau,13,Pakan,2021-06-23,2021-07-07,community,ended,0,57,0,90,0,3,54
Kluster Jalan Mangga Satu,4,"Melaka Tengah, Jasin",2021-06-23,2021-07-07,workplace,ended,0,80,0,253,0,1,79
Kluster Sungai Kotak,13,Meradong,2021-06-23,2021-07-07,community,ended,0,68,0,108,0,1,67
Kluster Tapak Bina Warisan Puteri,10,Sepang,2021-06-23,2021-07-12,workplace,ended,0,97,0,105,0,1,96
Kluster Nanga Tada,13,Kanowit,2021-06-23,2021-07-13,community,ended,0,301,0,371,0,1,300
Kluster Jalan Enam Selatan Dua,10,"Sepang, Kuala Langat, Petaling, Klang, Hulu Selangor, Hulu Langat, Kuala Selangor",2021-06-23,2021-07-15,workplace,ended,0,96,0,330,0,0,96
Kluster Tembok Jelebu,"1,5","Jelebu, Pontian",2021-06-23,2021-07-20,detentionCentre,ended,0,112,0,588,0,0,112
Kluster Kampung Segambut Dalam,14,Kepong,2021-06-23,2021-07-29,community,ended,0,279,0,805,0,3,276
Kluster Pasar Kemunting,"6,11","Kuantan, Pekan, Bera, Dungun, Kemaman, Bentong",2021-06-23,2021-08-07,workplace,ended,0,1308,0,5722,0,11,1297
Kluster Industri Jalan Usaha Dua,4,"Melaka Tengah, Alor Gajah, Jasin",2021-06-23,2021-08-22,workplace,ended,0,572,0,1805,0,4,568
Kluster Tapak Bina Persiaran Aspirasi,10,Sepang,2021-06-24,2021-06-23,workplace,ended,0,16,0,23,0,0,16
Kluster Sungai Linau,10,Sepang,2021-06-24,2021-06-23,workplace,ended,0,12,0,228,0,0,12
Kluster Industri Rawang Perdana Satu,10,"Gombak, Hulu Selangor, Klang, Petaling",2021-06-24,2021-06-23,workplace,ended,0,28,0,157,0,0,28
Kluster Jalan Langat Utama Satu,10,Kuala Langat,2021-06-24,2021-06-23,workplace,ended,0,12,0,12,0,0,12
Kluster Sungai Separai,13,Tatau,2021-06-24,2021-06-27,community,ended,0,37,0,93,0,0,37
Kluster Jalan Senai Jaya Satu,1,Kulai,2021-06-24,2021-06-29,community,ended,0,19,0,51,0,0,19
Kluster Brumas Camp,12,Kalabakan,2021-06-24,2021-06-30,community,ended,0,34,0,75,0,0,34
Kluster Jalan Cox,10,Klang,2021-06-24,2021-07-01,highRisk,ended,0,19,0,41,0,0,19
Kluster Perusahaan Pantai,5,"Seremban, Kuala Pilah, Jelebu, Rembau",2021-06-24,2021-07-01,workplace,ended,0,91,0,132,0,0,91
Kluster Taman Tun Dr Ismail,14,Kepong,2021-06-24,2021-07-02,workplace,ended,0,27,0,92,0,0,27
Kluster Dah Industri Sungai Getah,2,Kuala Muda,2021-06-24,2021-07-02,workplace,ended,0,35,0,148,0,0,35
Kluster Dah 3/5 Industri Sungai Petani,2,Kuala Muda,2021-06-24,2021-07-04,workplace,ended,0,42,0,179,0,0,42
Kluster Industri Jalan Udang,10,Klang,2021-06-24,2021-07-06,workplace,ended,0,48,0,170,0,0,48
Kluster Jalan Sungai Antu,13,"Sibu, Meradong",2021-06-24,2021-07-08,workplace,ended,0,42,0,54,0,0,42
Kluster Dah 30 Relong,2,Pendang,2021-06-24,2021-07-09,community,ended,0,36,0,126,0,0,36
Kluster Industri Mahkota Beranang,"5,10","Hulu Langat, Klang, Seremban",2021-06-24,2021-07-10,workplace,ended,0,79,0,334,0,0,79
Kluster Jalan Keluli Industri,1,Johor Bahru,2021-06-24,2021-07-12,workplace,ended,0,79,0,189,0,0,79
Kluster Jalan Kubur,14,"Lembah Pantai , Kepong",2021-06-24,2021-07-16,community,ended,0,387,0,545,0,3,384
Kluster Kampung Kajang Sebidang,3,Tumpat,2021-06-24,2021-07-16,community,ended,0,76,0,211,0,0,76
Kluster Industri Murni Lapan,1,"Kulai, Johor Bahru, Kota Tinggi",2021-06-24,2021-07-16,workplace,ended,0,162,0,1015,0,0,162
Kluster Industri Jalan Kilang Bestari,10,Kuala Selangor,2021-06-24,2021-07-16,workplace,ended,0,40,0,108,0,0,40
Kluster Paris Tiga,12,Kinabatangan,2021-06-24,2021-07-18,workplace,ended,0,51,0,347,0,0,51
Kluster Taman Kurnia Jaya,3,Kota Bharu,2021-06-24,2021-07-25,community,ended,0,80,0,1974,0,1,79
Kluster Jalan Haruan Tujuh,5,"Seremban, Port Dickson, Rembau, Kuala Pilah, Tampin",2021-06-24,2021-07-31,workplace,ended,0,242,0,772,0,2,240
Kluster Industri Jalan Seruling 57,10,Klang,2021-06-24,2021-08-01,workplace,ended,0,219,0,415,0,0,219
Kluster Permata Satu 2,5,"Seremban, Port Dickson",2021-06-24,2021-08-01,workplace,ended,0,584,0,1050,0,1,583
Kluster Pulai Jaya Sembilan,8,"Kinta, Kampar, Perak Tengah",2021-06-24,2021-08-08,workplace,ended,0,108,0,288,0,0,108
Kluster Taman Bukit Angkasa,14,Lembah Pantai,2021-06-24,2021-08-10,community,ended,0,817,0,1307,0,8,809
Kluster Pantai Ria,14,Lembah Pantai,2021-06-24,2021-08-10,community,ended,0,720,0,1021,0,6,714
Kluster Industri Kilometer 17 Rawang,10,Gombak,2021-06-25,2021-06-24,workplace,ended,0,9,0,29,0,0,9
Kluster Industri Jalan Norton,10,Kuala Langat,2021-06-25,2021-06-25,workplace,ended,0,8,0,28,0,0,8
Kluster Jalan Ampang Water Front Dua,"10,14","Hulu Langat, Gombak, Kepong, Titiwangsa",2021-06-25,2021-06-26,workplace,ended,0,40,0,52,0,0,40
Kluster Industri Jalan Seruling 59,10,Klang,2021-06-25,2021-06-28,workplace,ended,0,113,0,193,0,0,113
Kluster Jalan Taman Ibu Kota,14,Titiwangsa,2021-06-25,2021-07-01,workplace,ended,0,25,0,46,0,0,25
Kluster Tapak Bina Jalan Utara,14,"Lembah Pantai, Cheras",2021-06-25,2021-07-01,workplace,ended,0,59,0,111,0,0,59
Kluster Jalan Laksamana Intan,8,Hilir Perak,2021-06-25,2021-07-02,community,ended,0,20,0,70,0,0,20
Kluster Wakaf Aik,3,"Bachok, Kota Bharu",2021-06-25,2021-07-06,workplace,ended,0,26,0,76,0,0,26
Kluster Dah 11 Industri Sungai Petani,2,Kuala Muda,2021-06-25,2021-07-08,workplace,ended,0,115,0,248,0,0,115
Kluster Jalan Raja Muda Musa,14,Titiwangsa,2021-06-25,2021-07-09,workplace,ended,0,27,0,76,0,0,27
Kluster Kilometer 23 Puncak Borneo,13,Kuching,2021-06-25,2021-07-10,detentionCentre,ended,0,95,0,220,0,0,95
Kluster Jalan Cyberia Dua,10,"Sepang, Kuala Langat",2021-06-25,2021-07-10,workplace,ended,0,40,0,56,0,0,40
Kluster Tapak Bina Matahari 2,14,"Titiwangsa, Cheras",2021-06-25,2021-07-10,workplace,ended,0,149,0,227,0,0,149
Kluster Jalan Kidurong Lima,13,"Bintulu, Sebauh",2021-06-25,2021-07-11,workplace,ended,0,72,0,116,0,0,72
Kluster Kailan Tringkap,"6,8","Cameron Highlands, Lipis, Kinta",2021-06-25,2021-07-11,workplace,ended,0,59,0,1333,0,0,59
Kluster Pengkalan Gelugor,11,"Kuala Nerus, Kuala Terengganu",2021-06-25,2021-07-11,community,ended,0,48,0,265,0,0,48
Kluster Jalan Nirwana Dua,4,Melaka Tengah,2021-06-25,2021-07-14,workplace,ended,0,41,0,98,0,0,41
Kluster Tapak Bina Jalan City,10,Sepang,2021-06-25,2021-07-17,workplace,ended,0,429,0,890,0,0,429
Kluster Sentral Triang,6,"Bera, Temerloh",2021-06-25,2021-07-22,workplace,ended,0,43,0,205,0,2,41
Kluster Jalan Kampung Jawa,7,"Timur Laut, Barat Daya",2021-06-25,2021-07-23,workplace,ended,0,57,0,845,0,0,57
Kluster Tapak Bina Lebuh 2,10,"Sepang, Petaling",2021-06-25,2021-08-08,workplace,ended,0,245,0,905,0,0,245
Kluster Industri SS Lapan Dua,10,"Petaling, Kuala Selangor",2021-06-25,2021-09-07,workplace,ended,0,309,0,745,0,0,309
Kluster Penjara Jalan Harapan 2,10,Gombak,2021-06-26,2021-06-25,detentionCentre,ended,0,21,0,145,0,0,21
Kluster Tapak Bina Pintasan Segambut,14,Kepong,2021-06-26,2021-06-25,workplace,ended,0,152,0,176,0,0,152
Kluster PLO Jalan Perak,1,Johor Bahru,2021-06-26,2021-06-27,workplace,ended,0,11,0,53,0,0,11
Kluster Permatang Pasir Bachok,3,Bachok,2021-06-26,2021-06-28,community,ended,0,20,0,55,0,0,20
Kluster Perindustrian Bakri Satu,1,Muar,2021-06-26,2021-07-04,workplace,ended,0,34,0,58,0,0,34
Kluster Tapak Bina Cybersouth Utama,10,Sepang,2021-06-26,2021-07-05,workplace,ended,0,23,0,81,0,0,23
Kluster Bandar Rantau Panjang,3,"Pasir Mas, Tanah Merah",2021-06-26,2021-07-05,workplace,ended,0,30,0,72,0,0,30
Kluster Tembok Tawau,12,Tawau,2021-06-26,2021-07-07,detentionCentre,ended,0,117,0,727,0,0,117
Kluster Jalan Usaha Jaya,7,Seberang Perai Tengah,2021-06-26,2021-07-09,workplace,ended,0,23,0,72,0,0,23
Kluster Nyelutong,13,"Samarahan, Betong, Sibu, Lubuk Antu, Sri Aman",2021-06-26,2021-07-09,community,ended,0,76,0,200,0,0,76
Kluster Changkat Intan,8,"Hilir Perak, Batang Padang, Perak Tengah",2021-06-26,2021-07-10,highRisk,ended,0,43,0,357,0,7,36
Kluster Industri Jalan Enam Salak Tinggi,10,Sepang,2021-06-26,2021-07-11,workplace,ended,0,21,0,49,0,0,21
Kluster Industri Serkam 2,4,"Jasin, Melaka Tengah",2021-06-26,2021-08-09,workplace,ended,0,82,0,216,0,0,82
Kluster Industri Tanjung Suria,10,"Kuala Langat, Sepang, Petaling, Kuala Selangor",2021-06-26,2021-09-16,workplace,ended,0,126,0,126,0,0,126
Kluster Industri Kampung Sungai Bakau,10,Gombak,2021-06-27,2021-06-26,workplace,ended,0,134,0,190,0,0,134
Kluster Jalan Stampin,13,Kuching,2021-06-27,2021-06-26,highRisk,ended,0,19,0,46,0,0,19
Kluster Tapak Bina Jalan Belfield,14,Lembah Pantai,2021-06-27,2021-06-27,workplace,ended,0,21,0,102,0,0,21
Kluster Industri Jalan Sungai Tua,10,Hulu Selangor,2021-06-27,2021-06-29,workplace,ended,0,130,0,145,0,0,130
Kluster Jalan 12 Kampar,8,Kampar,2021-06-27,2021-07-03,community,ended,0,10,0,42,0,0,10
Kluster Tapak Bina Jalan Kuching,14,Kepong,2021-06-27,2021-07-05,workplace,ended,0,387,0,443,0,0,387
Kluster Tapak Bina Jalan Kiara Lima,14,Kepong,2021-06-27,2021-07-06,workplace,ended,0,30,0,154,0,0,30
Kluster Kampung Gong Depu,3,Pasir Puteh,2021-06-27,2021-07-06,community,ended,0,17,0,37,0,0,17
Kluster Kuarters Bata Durok,12,Keningau,2021-06-27,2021-07-09,community,ended,0,53,0,1190,0,0,53
Kluster Tapak Bina Jalan Residen Dua,14,Kepong,2021-06-27,2021-07-09,workplace,ended,0,343,0,544,0,0,343
Kluster Kampung Melor Lama,3,Kota Bharu,2021-06-27,2021-07-09,community,ended,0,21,0,86,0,0,21
Kluster Linau Kumpang,12,Kota Belud,2021-06-27,2021-07-12,community,ended,0,51,0,261,0,0,51
Kluster Tapak Bina Jade,10,Hulu Langat,2021-06-27,2021-07-15,workplace,ended,0,137,0,216,0,0,137
Kluster Pekeliling Tanjung 27,1,Kulai,2021-06-27,2021-07-22,workplace,ended,0,105,0,191,0,0,105
Kluster Tembok Kota Kinabalu,12,"Kota Kinabalu, Penampang, Papar",2021-06-27,2021-08-13,detentionCentre,ended,0,1030,0,2320,0,0,1030
Kluster Murni Sepang,10,Sepang,2021-06-27,2021-09-11,community,ended,0,330,0,442,0,4,326
Kluster Industri Rawang Bestari,10,"Gombak, Hulu Selangor",2021-06-27,2021-10-06,workplace,active,0,137,31,202,0,0,106
Kluster Jalan Gunung Lapan,1,Johor Bahru,2021-06-28,2021-06-27,community,ended,0,9,0,32,0,0,9
Kluster Jalan Semariang,13,Kuching,2021-06-28,2021-06-27,workplace,ended,0,36,0,176,0,0,36
Kluster Industri Jalan Dolomite Dua,10,Gombak,2021-06-28,2021-06-27,workplace,ended,0,6,0,28,0,0,6
Kluster Tapak Bina Jalan Wangsa 2,14,Titiwangsa,2021-06-28,2021-07-04,workplace,ended,0,133,0,201,0,0,133
Kluster Bandar Baru Lubok Jong,3,"Pasir Mas, Kota Bharu",2021-06-28,2021-07-06,workplace,ended,0,28,0,132,0,0,28
Kluster Jalan Kebun Bakri,1,Muar,2021-06-28,2021-07-06,workplace,ended,0,10,0,13,0,1,9
Kluster Luteng,13,Telang Usan,2021-06-28,2021-07-07,community,ended,0,70,0,123,0,1,69
Kluster Dah Sembilan Industri Sungai Petani,2,Kuala Muda,2021-06-28,2021-07-08,workplace,ended,0,31,0,96,0,0,31
Kluster Industri Waja 2,10,"Kuala Langat, Klang",2021-06-28,2021-07-10,workplace,ended,0,36,0,256,0,1,35
Kluster Jalan Tanjung Puteri Satu,1,Johor Bahru,2021-06-28,2021-07-10,workplace,ended,0,7,0,62,0,0,7
Kluster Tapak Bina Jalan Kasipillay,14,"Kepong, Titiwangsa",2021-06-28,2021-07-12,workplace,ended,0,64,0,119,0,0,64
Kluster Kampung Telosan,3,Pasir Puteh,2021-06-28,2021-07-12,community,ended,0,15,0,23,0,1,14
Kluster Industri Bunga Tanjung Dua,5,Seremban,2021-06-28,2021-07-17,workplace,ended,0,47,0,437,0,0,47
Kluster Kubang Jela,11,"Kuala Terengganu, Kuala Nerus, Marang",2021-06-28,2021-07-20,community,ended,0,176,0,1591,0,0,176
Kluster Dah Sawi,2,Kulim,2021-06-28,2021-07-24,community,ended,0,51,0,99,0,3,48
Kluster Tapak Bina Jalan Kiara Tujuh,14,Kepong,2021-06-28,2021-07-25,workplace,ended,0,318,0,375,0,0,318
Kluster Tapak Bina Lingkaran Eco Majestic,10,Hulu Langat,2021-06-28,2021-07-28,workplace,ended,0,74,0,276,0,0,74
Kluster Business City,"4,5","Melaka Tengah, Alor Gajah, Jasin, Seremban",2021-06-28,2021-07-29,workplace,ended,0,57,0,428,0,2,55
Kluster Simpang Koko,13,Sarikei,2021-06-28,2021-08-01,community,ended,0,80,0,164,0,1,79
Kluster Industri Persiaran Bunga Tanjung Satu,5,"Seremban, Kuala Pilah, Rembau",2021-06-28,2021-08-09,workplace,ended,0,45,0,330,0,0,45
Kluster Industri Jalan Laksamana Satu,10,Klang,2021-06-28,2021-08-21,workplace,ended,0,50,0,341,0,0,50
Kluster Industri Teknologi Cheng 22,"4,5","Melaka Tengah, Alor Gajah, Jasin, Tampin",2021-06-28,2021-09-23,workplace,ended,0,302,0,832,0,7,295
Kluster Jalan PJS Lapan,10,Petaling,2021-06-29,2021-06-28,workplace,ended,0,17,0,28,0,0,17
Kluster Sungai Ling,6,Maran,2021-06-29,2021-06-28,community,ended,0,14,0,37,0,0,14
Kluster Nanga Belungai,13,Tatau,2021-06-29,2021-06-28,community,ended,0,13,0,51,0,0,13
Kluster Jalan Tanggilan,"10,16","Putrajaya, Kuala Langat",2021-06-29,2021-06-28,education,ended,0,9,0,39,0,0,9
Kluster Industri Sungai Chua Satu,10,Hulu Langat,2021-06-29,2021-06-30,workplace,ended,0,13,0,64,0,0,13
Kluster Rimba Raja,8,"Perak Tengah, Kuala Kangsar",2021-06-29,2021-07-01,community,ended,0,13,0,46,0,0,13
Kluster Industri Lorong Bunga Tanjung Satu,5,"Seremban, Kuala Pilah, Port Dickson, Rembau",2021-06-29,2021-07-03,workplace,ended,0,109,0,192,0,2,107
Kluster Jalan Pee Kang Hai,1,Segamat,2021-06-29,2021-07-03,highRisk,ended,0,31,0,120,0,9,22
Kluster Jalan Putra Sembilan,16,Putrajaya,2021-06-29,2021-07-04,community,ended,0,13,0,17,0,0,13
Kluster Tapak Bina Jalan Choo Cheng Kay,"10,14","Lembah Pantai, Hulu Langat",2021-06-29,2021-07-04,workplace,ended,0,13,0,49,0,0,13
Kluster Taman Desa An Nur,3,Kota Bahru,2021-06-29,2021-07-05,community,ended,0,13,0,32,0,0,13
Kluster Industri Balakong Sembilan,10,Hulu Langat,2021-06-29,2021-07-06,workplace,ended,0,25,0,80,0,0,25
Kluster Tapak Bina Jalan Tun Razak,14,"Titiwangsa, Lembah Pantai",2021-06-29,2021-07-07,workplace,ended,0,45,0,51,0,0,45
Kluster Jalan Alor Setar,14,Cheras,2021-06-29,2021-07-08,workplace,ended,0,30,0,72,0,0,30
Kluster Banggol Chicha Ketereh,3,"Kota Bharu, Pasir Mas",2021-06-29,2021-07-09,community,ended,0,13,0,43,0,0,13
Kluster Muhibbah Menggatal,12,"Kota Kinabalu, Penampang, Tuaran",2021-06-29,2021-07-09,community,ended,0,59,0,376,0,0,59
Kluster Cahaya Enam,10,Sabak Bernam,2021-06-29,2021-07-09,community,ended,0,21,0,65,0,1,20
Kluster Kampung Jelutong,8,"Kampar, Kinta",2021-06-29,2021-07-10,community,ended,0,42,0,60,0,0,42
Kluster Jalan Bidara,1,Tangkak,2021-06-29,2021-07-10,community,ended,0,17,0,24,0,0,17
Kluster Jalan Dataran Segar,5,"Port Dickson, Seremban",2021-06-29,2021-07-12,workplace,ended,0,100,0,194,0,0,100
Kluster Kampung Lada,6,Jerantut,2021-06-29,2021-07-13,community,ended,0,84,0,195,0,3,81
Kluster Kenawar 69,1,Segamat,2021-06-29,2021-07-14,community,ended,0,46,0,145,0,0,46
Kluster Jalan TJ 2,5,Seremban,2021-06-29,2021-07-16,workplace,ended,0,64,0,316,0,1,63
Kluster Jalan Empat Bandar Baru Bangi,10,Hulu Langat,2021-06-29,2021-07-22,community,ended,0,121,0,300,0,0,121
Kluster Industri Benus,6,"Bentong, Raub, Temerloh",2021-06-29,2021-07-27,workplace,ended,0,270,0,624,0,0,270
Kluster Tapak Bina Sunsuria City,10,Sepang,2021-06-29,2021-07-31,workplace,ended,0,41,0,87,0,0,41
Kluster Jalan Jaya Temerloh,6,"Temerloh, Maran",2021-06-29,2021-08-09,workplace,ended,0,98,0,305,0,3,95
Kluster Jalan PPS Satu,10,Sepang,2021-06-30,2021-06-29,workplace,ended,0,12,0,26,0,0,12
Kluster Jalan 14/44 Padang Tembak,3,Kota Bharu,2021-06-30,2021-06-29,community,ended,0,16,0,24,0,0,16
Kluster Jalan Prima Impian,14,Kepong,2021-06-30,2021-06-29,workplace,ended,0,26,0,28,0,0,26
Kluster Parit Keroma,1,Muar,2021-06-30,2021-07-02,community,ended,0,12,0,18,0,2,10
Kluster Kampung Pangkal Jetas,3,Machang,2021-06-30,2021-07-02,community,ended,0,21,0,247,0,0,21
Kluster Industri Jalan Ikan Duyung,10,Klang,2021-06-30,2021-07-07,workplace,ended,0,59,0,122,0,0,59
Kluster Blimbing,13,Bau,2021-06-30,2021-07-07,community,ended,0,52,0,90,0,0,52
Kluster Industri Subang Utama Enam,10,"Klang, Petaling",2021-06-30,2021-07-09,workplace,ended,0,52,0,214,0,0,52
Kluster Perindustrian Murni Empat,1,Kulai,2021-06-30,2021-07-09,workplace,ended,0,64,0,345,0,0,64
Kluster Kampong Nibong Lemal,3,"Pasir Mas, Kota Bharu",2021-06-30,2021-07-10,community,ended,0,10,0,12,0,0,10
Kluster Pasar TTDI,14,"Kepong, Cheras, Titiwangsa",2021-06-30,2021-07-10,workplace,ended,0,28,0,56,0,0,28
Kluster Perindustrian Rami Satu,1,"Muar, Tangkak",2021-06-30,2021-07-10,workplace,ended,0,250,0,340,0,0,250
Kluster Limbawang,12,Beaufort,2021-06-30,2021-07-11,community,ended,0,37,0,160,0,0,37
Kluster Perindustrian 33,14,Kepong,2021-06-30,2021-07-11,workplace,ended,0,24,0,71,0,0,24
Kluster Jalan Emas Putih,10,Klang,2021-06-30,2021-07-14,highRisk,ended,0,14,0,28,0,0,14
Kluster Jalan Thean Teik,7,Timur Laut,2021-06-30,2021-07-14,workplace,ended,0,70,0,155,0,0,70
Kluster Batu 23 Choh,1,"Kulai, Pontian, Batu Pahat, Kota Tinggi",2021-06-30,2021-07-14,workplace,ended,0,259,0,284,0,3,256
Kluster Tema Saan,13,Tebedu,2021-06-30,2021-07-19,community,ended,0,53,0,224,0,0,53
Kluster Jalan Penaga Industri,1,"Johor Bahru, Kota Tinggi",2021-06-30,2021-07-19,workplace,ended,0,62,0,118,0,0,62
Kluster Po Ai,13,Sri Aman,2021-06-30,2021-07-21,community,ended,0,164,0,340,0,0,164
Kluster Meranti Indah,6,Bera,2021-06-30,2021-07-21,education,ended,0,29,0,152,0,0,29
Kluster Industri Jalan Masjid Batu Sembilan,10,"Kuala Langat, Klang",2021-06-30,2021-07-24,workplace,ended,0,217,0,345,0,0,217
Kluster Industri Bidor,8,Batang Padang,2021-06-30,2021-07-24,workplace,ended,0,284,0,897,0,0,284
Kluster Industri Perusahaan Selesa Jaya,10,Hulu Langat,2021-07-01,2021-06-30,workplace,ended,0,13,0,67,0,0,13
Kluster Dah Tanjung Setol,2,Pendang,2021-07-01,2021-06-30,community,ended,0,31,0,61,0,0,31
Kluster Taman SP Mahang,3,Kota Bharu,2021-07-01,2021-06-30,community,ended,0,8,0,14,0,0,8
Kluster Kampung Bagus,3,Pasir Mas,2021-07-01,2021-06-30,community,ended,0,8,0,14,0,0,8
Kluster Kampung Redang Gunong,3,"Bachok, Kota Bharu, Tanah Merah",2021-07-01,2021-07-01,community,ended,0,10,0,19,0,0,10
Kluster Kampung Hutan Banggol,3,"Kota Bharu, Bachok",2021-07-01,2021-07-02,community,ended,0,22,0,31,0,0,22
Kluster Industri MIEL Bayan Lepas,7,"Barat Daya, Timur laut",2021-07-01,2021-07-03,workplace,ended,0,18,0,81,0,0,18
Kluster Jalan Industri Enam Jelapang,8,Kinta,2021-07-01,2021-07-03,workplace,ended,0,9,0,163,0,0,9
Kluster Jalan Sin Chew Kee,14,Lembah Pantai,2021-07-01,2021-07-04,workplace,ended,0,14,0,19,0,0,14
Kluster Dah Mawar Biru,"2,7","Bandar Baharu, Seberang Perai Selatan, Seberang Perai Tengah",2021-07-01,2021-07-05,workplace,ended,0,45,0,432,0,0,45
Kluster Industri Balakong Empat,10,Hulu Langat,2021-07-01,2021-07-09,workplace,ended,0,24,0,71,0,1,23
Kluster Kampung Telok Kemang,1,Muar,2021-07-01,2021-07-15,workplace,ended,0,35,0,48,0,0,35
Kluster Lorong Perusahaan Maju Lapan,7,"Seberang Perai Utara, Seberang Perai Tengah, Barat Daya, Timur Laut",2021-07-01,2021-07-19,workplace,ended,0,82,0,539,0,0,82
Kluster Jalan Residensi,7,Timur Laut,2021-07-01,2021-07-19,highRisk,ended,0,60,0,1506,0,1,59
